{1=0.26254413, 2=1, 3=-0.9582554, 4=1, 5=1.4174964, 6=1, 7=1, 8=1, 9=1, 10=1, 11=0.1630545, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.88117135, 2=3, 3=-0.49414614, 4=1, 5=1.4174964, 6=3, 7=11, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.10788731, 2=3, 3=0.6590977, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.26254413, 2=3, 3=-1.1390477, 4=7, 5=1.0264289, 6=3, 7=2, 8=5, 9=1, 10=1, 11=0.069357775, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=3, 3=-1.1011715, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=0.3398725, 2=3, 3=1.0467815, 4=10, 5=0.63536155, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=0.9584997, 2=3, 3=-0.6671683, 4=13, 5=-1.3199757, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.5107399, 2=3, 3=0.24714756, 4=5, 5=-1.7110431, 6=1, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.8482925, 14=1, 15=1}
{1=0.9584997, 2=3, 3=0.1140686, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=0.10788731, 2=3, 3=-1.111691, 4=1, 5=1.4174964, 6=1, 7=8, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=0.46644026, 4=2, 5=-0.14677337, 6=1, 7=6, 8=1, 9=1, 10=1, 11=0.4333443, 12=-0.21036936, 13=0.8482925, 14=1, 15=1}
{1=-0.5880683, 2=3, 3=-0.25497448, 4=13, 5=-1.3199757, 6=1, 7=5, 8=4, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=1.577127, 2=3, 3=-0.053435408, 4=12, 5=-2.4931781, 6=2, 7=11, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=34, 15=1}
{1=0.7265145, 2=3, 3=-0.09620592, 4=2, 5=-0.14677337, 6=3, 7=7, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=1.8864406, 2=1, 3=-0.60197425, 4=6, 5=0.24429408, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.3451418, 2=1, 3=-1.139623, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=2}
{1=0.10788731, 2=1, 3=1.9802061, 4=2, 5=-0.14677337, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=0.6442396, 4=2, 5=-0.14677337, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.47397652, 4=10, 5=0.63536155, 6=6, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.51185614, 14=1, 15=2}
{1=0.26254413, 2=3, 3=1.3625735, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=2, 15=1}
{1=-0.3560831, 2=5, 3=-0.22228484, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.49452934, 2=3, 3=-0.7564921, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-1.4386808, 2=3, 3=0.2222964, 4=3, 5=-0.9289083, 6=1, 7=3, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.8431988, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=0.8240961, 4=2, 5=-0.14677337, 6=1, 7=5, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=0.42609733, 4=1, 5=1.4174964, 6=1, 7=5, 8=1, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.49745312, 14=1, 15=1}
{1=2.0410974, 2=3, 3=0.8854294, 4=2, 5=-0.14677337, 6=2, 7=8, 8=2, 9=1, 10=1, 11=0.7583373, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.12409789, 2=3, 3=-0.37966898, 4=16, 5=-2.8842456, 6=1, 7=5, 8=6, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=25, 15=1}
{1=0.88117135, 2=6, 3=0.38817227, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=1.7317837, 2=3, 3=0.10979837, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=2.02582, 14=9, 15=1}
{1=-0.97471035, 2=3, 3=1.463538, 4=10, 5=0.63536155, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.16101672, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=0.9000827, 4=2, 5=-0.14677337, 6=1, 7=5, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=3.1236951, 2=3, 3=-0.3243608, 4=2, 5=-0.14677337, 6=7, 7=1, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-2.68429, 14=1, 15=1}
{1=0.3398725, 2=3, 3=0.012460615, 4=2, 5=-0.14677337, 6=3, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.5880683, 2=3, 3=-0.9631983, 4=8, 5=-2.1021106, 6=3, 7=5, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.41720092, 2=3, 3=1.2732693, 4=6, 5=0.24429408, 6=2, 7=10, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.80384296, 2=5, 3=1.2490226, 4=2, 5=-0.14677337, 6=2, 7=12, 8=2, 9=1, 10=1, 11=0.9364733, 12=-0.21036936, 13=4.8855295, 14=1, 15=2}
{1=-1.0520387, 2=4, 3=0.848333, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=-1.2354203, 4=10, 5=0.63536155, 6=2, 7=3, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.74272513, 2=3, 3=-1.1891499, 4=2, 5=-0.14677337, 6=1, 7=5, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=8.359281, 4=1, 5=1.4174964, 6=1, 7=1, 8=1, 9=1, 10=1, 11=1.0663583, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.0520387, 2=3, 3=-0.9228749, 4=2, 5=-0.14677337, 6=1, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=0.41720092, 2=3, 3=0.3867976, 4=6, 5=0.24429408, 6=1, 7=7, 8=1, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.427747, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=-0.60778487, 4=2, 5=-0.14677337, 6=1, 7=7, 8=6, 9=5, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=22, 15=1}
{1=1.8864406, 2=3, 3=-0.6461389, 4=10, 5=0.63536155, 6=2, 7=10, 8=2, 9=1, 10=1, 11=0.88177013, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=2.8143814, 2=4, 3=0.41004986, 4=2, 5=-0.14677337, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.41720092, 2=6, 3=-0.5662818, 4=6, 5=0.24429408, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.2781472, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=0.23085636, 4=6, 5=0.24429408, 6=1, 7=5, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=0.71215373, 4=1, 5=1.4174964, 6=1, 7=5, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=-0.57362306, 4=1, 5=1.4174964, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=1.8091122, 2=3, 3=1.8603084, 4=5, 5=-1.7110431, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-1.4386808, 2=3, 3=0.6272562, 4=3, 5=-0.9289083, 6=1, 7=11, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=-0.5417426, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=0.2627826, 12=-0.21036936, 13=0.427747, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.69462436, 4=2, 5=-0.14677337, 6=5, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=3, 3=0.046739418, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=1}
{1=-0.5107399, 2=5, 3=0.14161058, 4=6, 5=0.24429408, 6=1, 7=5, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-2.3478534, 14=1, 15=1}
{1=-0.5107399, 2=1, 3=0.23052488, 4=6, 5=0.24429408, 6=3, 7=1, 8=5, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=5, 3=0.23139258, 4=6, 5=0.24429408, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.1131566, 2=2, 3=-1.429004, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=0.57185775, 2=3, 3=-1.3910302, 4=6, 5=0.24429408, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.41720092, 2=3, 3=-0.718723, 4=2, 5=-0.14677337, 6=1, 7=9, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=0.3535035, 4=1, 5=1.4174964, 6=2, 7=2, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.4224702, 2=1, 3=-0.08804569, 4=4, 5=1.8085638, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=2.2730825, 2=3, 3=-0.78484327, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=2.6597247, 2=6, 3=0.69784164, 4=6, 5=0.24429408, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.3451418, 2=3, 3=0.52315235, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=0.10788731, 2=3, 3=-0.3935716, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.8703246, 13=1.8576018, 14=1, 15=2}
{1=-1.1293671, 2=3, 3=0.04140651, 4=6, 5=0.24429408, 6=1, 7=7, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-1.2066956, 2=3, 3=0.3761513, 4=2, 5=-0.14677337, 6=1, 7=9, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.88117135, 2=1, 3=-0.25804552, 4=2, 5=-0.14677337, 6=3, 7=1, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=1}
{1=-0.74272513, 2=3, 3=0.31706032, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=0.41104224, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-1.3788629, 4=11, 5=2.1996315, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.7265145, 2=2, 3=-1.1418654, 4=6, 5=0.24429408, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=3, 3=2.215371, 4=2, 5=-0.14677337, 6=5, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4997985, 2=3, 3=-1.3984494, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=1.0358281, 2=3, 3=-0.19806738, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.2014263, 2=6, 3=1.1122193, 4=2, 5=-0.14677337, 6=1, 7=5, 8=5, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=37, 15=1}
{1=-1.2840239, 2=3, 3=-0.72394866, 4=6, 5=0.24429408, 6=1, 7=5, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=1, 15=1}
{1=0.9584997, 2=6, 3=-1.2111249, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=0.41720092, 2=3, 3=-1.3225408, 4=6, 5=0.24429408, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.5107399, 2=3, 3=0.6718888, 4=1, 5=1.4174964, 6=2, 7=10, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=2}
{1=0.88117135, 2=5, 3=0.5124963, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.8482925, 14=1, 15=2}
{1=1.3451418, 2=5, 3=0.5953757, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.2840239, 2=3, 3=0.72578335, 4=6, 5=0.24429408, 6=1, 7=1, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-2.3478534, 14=1, 15=1}
{1=2.737053, 2=3, 3=-0.8053267, 4=2, 5=-0.14677337, 6=3, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.8431988, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.00895084, 4=6, 5=0.24429408, 6=1, 7=6, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=0.57185775, 2=5, 3=-0.0027191616, 4=6, 5=0.24429408, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=-0.8185858, 4=1, 5=1.4174964, 6=1, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=1.2678133, 2=3, 3=-1.0142947, 4=6, 5=0.24429408, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.577127, 2=3, 3=0.05279378, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.5880683, 2=3, 3=0.2799152, 4=13, 5=-1.3199757, 6=1, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.64918613, 2=2, 3=-0.84461665, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=3.539784, 14=1, 15=1}
{1=0.10788731, 2=4, 3=-0.31449443, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.4334115, 2=3, 3=1.3169855, 4=10, 5=0.63536155, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.3560831, 2=5, 3=-0.2484229, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.2066956, 2=3, 3=0.39647874, 4=6, 5=0.24429408, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=2.1957543, 2=3, 3=0.3610495, 4=2, 5=-0.14677337, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.2781472, 14=1, 15=2}
{1=0.7265145, 2=3, 3=-0.07333388, 4=2, 5=-0.14677337, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=3, 3=0.11598922, 4=6, 5=0.24429408, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-1.2840239, 2=3, 3=-1.1225811, 4=2, 5=-0.14677337, 6=1, 7=3, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.184729, 14=1, 15=1}
{1=1.4224702, 2=3, 3=-0.590041, 4=1, 5=1.4174964, 6=3, 7=2, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=1.963769, 2=6, 3=-0.7551369, 4=9, 5=2.5906987, 6=2, 7=2, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=19, 15=2}
{1=-1.3613523, 2=3, 3=0.19076693, 4=3, 5=-0.9289083, 6=1, 7=5, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=-0.6262794, 4=10, 5=0.63536155, 6=1, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.190485, 2=3, 3=0.67043614, 4=2, 5=-0.14677337, 6=5, 7=5, 8=1, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.076907605, 14=1, 15=1}
{1=1.4224702, 2=3, 3=0.53732795, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=1.0412244, 4=6, 5=0.24429408, 6=2, 7=12, 8=6, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.170326, 14=1, 15=1}
{1=1.4224702, 2=3, 3=1.407723, 4=6, 5=0.24429408, 6=3, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=10, 15=1}
{1=0.49452934, 2=3, 3=0.25017962, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=1.190485, 2=4, 3=0.7644104, 4=4, 5=1.8085638, 6=7, 7=6, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=23, 15=2}
{1=0.41720092, 2=3, 3=4.13202, 4=6, 5=0.24429408, 6=2, 7=1, 8=3, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.88117135, 2=5, 3=0.42728677, 4=7, 5=1.0264289, 6=5, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=3.408051, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=1, 3=-0.13818672, 4=6, 5=0.24429408, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=0.2590223, 4=10, 5=0.63536155, 6=1, 7=11, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.2678133, 2=3, 3=-0.060991175, 4=6, 5=0.24429408, 6=3, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.2066956, 2=3, 3=-0.4740137, 4=6, 5=0.24429408, 6=1, 7=4, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=0.08259762, 4=2, 5=-0.14677337, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=1.7317837, 2=3, 3=-0.54649055, 4=2, 5=-0.14677337, 6=2, 7=14, 8=6, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=12, 15=1}
{1=-0.97471035, 2=3, 3=1.1591625, 4=2, 5=-0.14677337, 6=1, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=-1.4522952, 4=6, 5=0.24429408, 6=1, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.57185775, 2=1, 3=-0.5973238, 4=10, 5=0.63536155, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.3451418, 2=3, 3=-0.48180345, 4=2, 5=-0.14677337, 6=3, 7=9, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=-0.11716707, 4=2, 5=-0.14677337, 6=2, 7=2, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.64918613, 2=3, 3=-0.7564921, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.3560831, 2=3, 3=-0.002884901, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.9584997, 2=3, 3=-0.15551136, 4=16, 5=-2.8842456, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4997985, 2=6, 3=-0.53509355, 4=4, 5=1.8085638, 6=3, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=0.11451707, 4=6, 5=0.24429408, 6=1, 7=1, 8=4, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.41720092, 2=1, 3=-1.4477812, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.04676949, 2=3, 3=0.39880884, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.88117135, 2=5, 3=0.4171864, 4=10, 5=0.63536155, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4224702, 2=3, 3=1.0186838, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.49745312, 14=1, 15=1}
{1=0.3398725, 2=3, 3=0.24072273, 4=1, 5=1.4174964, 6=5, 7=6, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.577127, 2=2, 3=-0.95265925, 4=6, 5=0.24429408, 6=3, 7=6, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.8482925, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=-0.5568054, 4=10, 5=0.63536155, 6=1, 7=10, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=2, 3=0.26989287, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
